CompanyName,JobRole,Experience,Skills,Industry
Amadis Technologies,Cloud Solutions Engineer - Backend,2-4 Yrs,"Computer science, Backend, Manager Quality Assurance, GCP, Analytical, Cloud, Software development life cycle, Continuous improvement",Software
Amadis Technologies,Cloud Solutions Engineer - Full Stack,3-5 Yrs,"Computer science, Backend, Manager Quality Assurance, GCP, Analytical, Cloud, Software development life cycle, Continuous improvement",Software
Amadis Technologies,Cloud Solutions Engineer - Frontend,1-2 Yrs,"Computer science, Analytical skills, Architect, Front end, Manager Quality Assurance, GCP, Analytical, Cloud",Software
Roku,"Engineering Manager, Cloud Services",7-12 Yrs,"Backend, Architecture, Coding, GCP, Javascript, Agile, Healthcare, Scrum",Streaming media
Pricewaterhouse Coopers Private Limited,Cloud Security Engineering || PAN India || Senior Manager,8-12 Yrs,"cloud security, GCP, IT security, IFS, Javascript, DNS, Software development life cycle, Operations",Accounting & Consulting
Adfolks,Solution Engineer - Cloud Native Engineering,2-6 Yrs,"Networking, Linux, GCP, devops, Cloud, Programming, private cloud, Windows",Marketing.
Bidmath,Google Cloud Solutions Engineer,3-5 Yrs,"Computer science, Digital media, Managed services, Machine learning, HTML, HTTP, Analytics, Automotive",Marketing
Leading client of Persolkelly,Enterprise Business Manager,10-18 Yrs,"Cloud Sales, Aws Cloud, Azure Cloud, Gcp Cloud, Enterprise, Management, GCP, Enterprise Business","It's impossible to determine the industry of a ""leading client of Persolkelly"" without further information.  

Persolkelly is a global recruitment and staffing firm. They work with companies across a vast range of industries."
Accenture,Web Developer,2-7 Yrs,"css, aws administration, microsoft azure, web development, agile, sql queries, web application, version control",Consulting.
Accenture,Technology Architect,2-7 Yrs,"microsoft azure, hybrid cloud, gcp, cloud infrastructure, aws, c#, cloud migration, aws administration",Consulting.
IBM,Application Developer: DevOps,3-7 Yrs,"confluence, devops, linux, jira, application development, kubernetes, redhat linux, docker",Technology
Tetrahed Inc,Infra Tower Lead,15-20 Yrs,"Cloud Infrastructure, python, Azure, java, spark, hadoop, big data, AWS",Technology
Gemini Solutions,Senior Support Engineer,0-5 Yrs,"Grafana, Monitoring Tools, Python, Golang, Ticketing, Azure, C++, C","It's impossible to determine the industry of ""Gemini Solutions"" without more context. There are numerous companies with that name across various industries."
Gloify,Senior Generative AI Developer - Model Validation,5-7 Yrs,"Generative AI, Tensorflow, Azure, Google Cloud Platform, AI, Model Validation, AIML, AWS",Marketing
randstad offshore,Databricks Admin,4-8 Yrs,"Databricks Admin, PowerShell, cloud, cluster management, gcp, integration, access management, ci/cd",Recruitment
Greenlots,Senior Site Reliability Engineer,4-7 Yrs,"Computer science, C++, Linux, Ergonomics, GCP, Flex, Scheduling, Monitoring",Electric Vehicle Charging
Britive,Sr. Cloud Solutions Architect,3-5 Yrs,"Product management, Outbound, Career development, cloud security, SAS, Access management, GCP, Relationship building",Cybersecurity
Zadley India Pvt Ltd,"Data Scientist - Junior, Middle and Senior Level",5-10 Yrs,"SQL, Matplotlib, GCP, Azure Cloud, Natural Language Processing, Pandas, Tableau, AWS","I do not have access to real-time information, including private company data like industry classifications. To find the industry of Zadley India Pvt Ltd, I recommend searching for the company on business directories or their official website."
Int9 Solutions,Golang Developer,5-7 Yrs,"Golang, Cloud platforms, Scalability, Serverless architectures, Cloud-native development, Performance optimization, Microservices architecture, Google Cloud",IT
Fretron,DevOps Engineer,2-6 Yrs,"DevOps, Automation, Azure, Infrastructure Management, Documentation, CI/CD, Performance Tuning, AWS",Electronics
Gemini Solutions,Senior Support Engineer,2-6 Yrs,"SDLC, Ubuntu, Golang, Azure, C++, C, ELK, RedHat Enterprise","It's impossible to determine the industry of ""Gemini Solutions"" without more context. There are numerous companies with that name across various industries."
Forward Eye Technologies,Moodle Developer,2-7 Yrs,"Bugs, Moodle Developer, UI, GCP, API, moodle, salesforce, cloud services",Technology.
Benovymed Healthcare Private Limited,CTO/Vice President - Software Engineering & Product Development,2-7 Yrs,"MySQL, Product Development, DevOps, CSS, Solutions Architecture, web application, GCP, API",Healthcare
Benovymed Healthcare Private Limited,Chief Technology Officer/VP - Software Engineering&Product Development,2-7 Yrs,".net, Amber, Project management, HTML, Angular JS, Dynamo DB, JavaScript, PHP",Healthcare
Benovymed Healthcare Private Limited,Sr. Mobile App Developer ( Andriod / iOS),3-8 Yrs,"Andriod, S3, Java, SaaS, Google cloud services, iOS, Andriod Studio, Kotlin",Healthcare
Benovymed Healthcare Private Limited,Sr.Full Stack Engineer-Frontend -Backend,3-8 Yrs,"Full Stack Development, Frontend Development, Database Management, SaaS, Google cloud services, API Development, Tech Architect, AWS",Healthcare
Benovymed Healthcare Private Limited,Senior Mobile App Developer Cum Mobile App Tech Architect,3-8 Yrs,"Mobile App Development, S3, Java, SaaS, Espresso, Google cloud services, Appium, iOS",Healthcare
Accenture,Modernization Engineer,7-12 Yrs,"public cloud, microsoft azure, cloud technologies, aws, microsoft powerapps, kubernetes, python, vmware",Consulting.
Accenture,Application Developer,3-8 Yrs,"microsoft azure, data modeling, data warehousing concepts, software engineering, data integration, azure databricks, data services, python",Consulting.
randstad offshore,Machine Learning Engineer,4-6 Yrs,"GCP Certified, Machine Learning, Gcp Cloud, Deep Learning, Cloud, Certified, GCP, Machine",Recruitment
Alyssum Global Services,DevOps/DevSecOps Engineer,2-3 Yrs,"Aws Cloud, Azure Cloud, Gcp Cloud, Terraform, Cloud Formation Aws, Ansible, Devops, GCP",Information Technology
Management Consulting,Dot net Fullstack Developer,3-8 Yrs,"Web Api, GIT, Asp.Net Core, Entity Framework, azure, Ci/Cd, Asp.Net Core Mvc, SQL Server",Consulting
Deloitte,GITC Cloud Consultant,4-8 Yrs,"Cloud, risk management, OCI, GCP, IBM Cloud, Microsoft Azure, AWS, Consulting",Professional services.
Claranet Group,Senior Cloud Security Architect,13-18 Yrs,"public cloud, gcp, customer service, information security, agile, cloud technologies, communication skills, microservices",N/A
Accion Labs,Generative AI Engineer / GenAI Engineer,4-8 Yrs,"Generative AI, Machine Learning, NLP, Cloud, Python, Natural Language Processing, Deep Learning, gcp",Technology
Skilltune Technologies,Immediate USA Onsite Opportunities For Software /IT professionals,10-20 Yrs,"Java, Data Engineering, SALESFORCE, PYTHON, AZURE, Servicenow, J2Ee, Workday",Education Technology (EdTech)
EXL,Cloud Trainer - Work from Office,5-10 Yrs,"training, aws, aws trainer, professor, Cloud Development, GCP, cloud trainer, Technical Training",Business Process Outsourcing (BPO)
Infosys,GCP/Google Cloud Platform Developer,3-5 Yrs,"cloud platform, gcp, agile, sdlc, agile methodology, kubernetes, project management, python",Information Technology (IT)
Accenture,Data Engineer,5-10 Yrs,"database design, java, spark, google, dataproc, dbms, sql, ansible",Consulting.
Accenture,Data Engineer,5-10 Yrs,"cloud sql, information technology, google, data warehousing concepts, etl process, amazon redshift, talend, data warehousing",Consulting.
Accenture,Data Engineer,7-12 Yrs,"data warehousing, java, bigquery, etl, elt, hive, beam, sql",Consulting.
Accenture,Security Architect,5-10 Yrs,"risk assessments, cloud security, microsoft azure, security engineering, aws, cyber security, owasp, information security",Consulting.
Akasa Air,Data Engineering Lead,7-12 Yrs,"Data Engineering, Java, Azure, Apache Flink, Scala, Hadoop, Kafka, Google Cloud",Airline industry.
Inoptra Digital,Senior Site Reliability Engineer (SRE) - Prometheus,10-18 Yrs,"Prometheus, Site Reliability Engineering, GCP, Azure Cloud, AWS, Senior, Engineering, Cloud",Digital Marketing
Accenture,Security Architect,5-8 Yrs,"cloud security, network security, hipaa, microsoft azure, infrastructure management services, information security, intrusion detection, siem",Consulting.
Accenture,Security Architect,5-10 Yrs,"information technology, microsoft azure, sast, aws, application security testing, vulnerability scanning, cloud security, network security",Consulting.
Accenture,Security Architect,2-4 Yrs,"cloud security, microsoft azure, siem, security services, aws, security assessment, cyber security, hipaa",Consulting.
Accenture,Technology Architect,10-14 Yrs,"snowflake, ssi, warehouse, data engineering, finance, sap, oracle, big data analytics",Consulting.
Tetrahed Inc,Senior Engineer,8-12 Yrs,"Python, continuous integration, kubernetes, ci/cd, docker, apache, java, gcp",Technology
Tetrahed Inc,GCP Cloud Infrastructure Network Architect,9-13 Yrs,"Cloud Infrastructure Network, python, network engineering, cloud security, Open Source, SQL Server, rabbitmq, redis",Technology
Visionyle Solutions,Lead Software Engineer,5-9 Yrs,"Java, GCP Cloud, GCP, J2EE, spring boot, angular, incident management, xml","I do not have access to real-time information, including company databases. Therefore, I cannot tell you what industry ""Visionyle Solutions"" belongs to."
Accenture,Security Architect,7-12 Yrs,"information technology, network security, microsoft azure, security framework, dast, python, cloud security, ip",Consulting.
DWS Group,Engineer,0-2 Yrs,"Basic, Excel, Architecture, Coding, GCP, Cloud Services, Cloud, Training and Development",Financial Services
NetApp,Software Engineer,5-8 Yrs,"container, kubernetes, c++, orchestration, golang, smb, storage, docker",N/A
IBM,Platform Engineer- Client Engineering,1-3 Yrs,"training, artificial intelligence, data science, onboarding, microsoft azure, kubernetes, continuous integration, ibm cloud",Technology
IBM,Back-end Developer,6-9 Yrs,"kvm, microsoft azure, microservices, docker, linux, container, kubernetes, c++",Technology
IBM,Data Engineer: Data Platforms-Google,2-5 Yrs,"sql, gen, bigquery, cloud sql, python, hive, java, postgresql",Technology
IBM,Data Engineer: Data Platforms-Google,2-4 Yrs,"sql, gen, bigquery, cloud sql, python, hive, java, postgresql",Technology
Infosys,GCP Administrator,3-8 Yrs,"GCP, Terraform, GCP Devops, agile methodologies, performance engineering, SDLC, Google Cloud, Kubernetes",Information Technology (IT)
IBM,Data Engineer: Data Platforms-Google,2-5 Yrs,"sql, gen, bigquery, cloud sql, python, hive, java, postgresql",Technology
IBM,Platform Engineer- Client Engineering,1-5 Yrs,"training, artificial intelligence, data science, onboarding, microsoft azure, kubernetes, continuous integration, ibm cloud",Technology
Accenture,Data Engineer,3-8 Yrs,"google, database design, spark, machine learning algorithms, statistics, airflow, cloud orchestration, time series",Consulting.
Accenture,Security Architect,3-8 Yrs,"cloud security, access management, security framework, identity access management, iam, aws iam, openid, microsoft azure",Consulting.
Accenture,Security Engineer,5-10 Yrs,"security compliance, information technology, computer science, network security management, dhcp, switching, tcp, cloud security",Consulting.
Accenture,Security Architect,3-8 Yrs,"cloud security, cryptography, authorization, computer science, authentication, security compliance, information technology, soc",Consulting.
Accenture,Data Engineer,3-8 Yrs,"sql, database design, java, spark, database creation, distributed computing, ansible, gen",Consulting.
Accenture,Security Architect,5-10 Yrs,"cloud security, microsoft azure, security framework, data loss prevention, aws, endpoint security, cyber security, information security",Consulting.
Accenture,Data Engineer,3-8 Yrs,"database design, java, spark, google, dataproc, dbms, sql, ansible",Consulting.
Accenture,Data Engineer,3-8 Yrs,"database design, spark, google, data engineering, dataproc, data warehousing, sql, ansible",Consulting.
Accenture,Security Architect,3-7 Yrs,"security assessment, microsoft active directory, cloud security, information technology, microsoft azure, cyber security, information security, security framework",Consulting.
Can be discussed,Urgent :: Data Scientist :: Hybrid role,2-7 Yrs,"python, Bigquery, looker studio, power bi, Google Cloud Services, Looker, Machine Learning, R Program","It's impossible to determine the industry of a company named ""Can be discussed"" without further information."
Optum,Principal AI/Ml Engineer,10-15 Yrs,"AI/Ml engineering, JAX, Azure, STEM, Jenkins, AI/ML publications, PyTorch, Git",Healthcare
Rvr innovation-Mytat,Data Engineer,8-10 Yrs,"GCP, Cloud Migration, Data Warehousing, Data Modeling, SQL, Ci Cd Pipeline, Data Migration, DBT",Technology
Aakash Educational Services (AESL),AI/ML Engineer,2-6 Yrs,"Python Framework, AL/ML, Google Cloud Platforms, Tensorflow, Postgresql, Benchmarking, Deployment, Ml Algorithms",Education
Client of EDGE,Data Analyst - Qliksense,3-7 Yrs,"PLSQL, Qliksense, Business Intelligence, Power Bi, Data Analytics, Oracle, Google Cloud Platforms, SQL","It's impossible to determine the industry of ""Client of EDGE"" without further context. 

""EDGE"" could refer to many things, and the company's industry depends on what EDGE represents in this case."
Accenture,Application Designer,7-9 Yrs,"information technology, networking concepts, microsoft azure, terraform, aws, kubernetes, hipaa, application design",Consulting.
Accenture,Software Development Engineer,5-10 Yrs,"software development, google, cloud platform, gcp, platform architecture, kubernetes, python, c++",Consulting.
Leena Ai,DevsecOps Engineer,5-10 Yrs,"Computer science, Automation, Load testing, GCP, Analytical, Disaster recovery, Infrastructure, Monitoring",Artificial Intelligence (AI)
Milestone Technologies,Salesforce Solution Architect,5-10 Yrs,"Computer science, Automation, Product engineering, Manager Quality Assurance, Managed services, GCP, Consulting, Operations",Technology
3across,Director Data Engineering,15-24 Yrs,"Data Engineering, HL7, HIPAA, AWS, azure, Airflow, Pyspark, Azure Databricks",Software
Evalueserve,GCP Certified Developer,5-10 Yrs,"Bigquery, Data Flow, big data, gcp cloud, gcp, Flow, Data, Certified",Knowledge Process Outsourcing (KPO)
A media and marketing agency,Associate Director - Data Lead - GCP,6-10 Yrs,"Bigquery, SQL, GCP Cloud, cloud composer, Data Flow, Airflow, Github, cloud function",Marketing and Advertising.
Shell Recharge Solutions,Senior Site Reliability Engineer,3-8 Yrs,"container, kubernetes, c++, orchestration, configuration, golang, iac, site reliability engineering",Energy
Plutos One,Jr. DevOps Engineer,1-3 Yrs,"Architect, Operational excellence, Scalability, GCP, Manager Technology, jenkins, Deployment, Continuous improvement",Space
Impressico Business Solutions,Python Developer,5-8 Yrs,"Backend, Architecture, GCP, Cloud, Programming, Database, MongoDB, Object oriented programming",IT
"NTT DATA, Inc.",Sap Fiori Ui5,6-11 Yrs,"Sap Fiori, Cloud, FIORI, Ui/Ux, ERP, CSS, business application services, Sap Fiori Ui5",Information Technology (IT)
Denave,Cloud IT Sales  Account manager role B2B,3-8 Yrs,"Aws Cloud Sales, cloud sales, Azure Sales, Enterprise Sales, O365 Sales, Microsoft Cloud Cyber Security Sales, Microsoft Azure Sales, Google Cloud Sales",Aerospace
